"common_name","num_observed","observed_on"
"barnyardgrass",1,"2020-08-06"
"basswood",2,"2020-08-06"
"bearberry",2,"2020-08-06"
"Bermuda grass",1,"2020-08-06"
"big bluestem",1,"2020-08-06"
"Big Shaggy-moss",1,"2020-08-06"
"bird's-foot trefoil",3,"2020-08-06"
"bitternut hickory",5,"2020-08-06"
"bittersweet nightshade",3,"2020-08-06"
"black cherry",1,"2020-08-06"
"black willow",1,"2020-08-06"
"black-eyed Susan",3,"2020-08-06"
"bladder campion",2,"2020-08-06"
"bloodroot",1,"2020-08-06"
"blue vervain",5,"2020-08-06"
"bluemink",1,"2020-08-06"
"bog myrtle",1,"2020-08-06"
"Borage",1,"2020-08-06"
"broad beech fern",1,"2020-08-06"
"Broad-leafed Helleborine",2,"2020-08-06"
"broad-leaved dock",1,"2020-08-06"
"broad-leaved sweet pea",2,"2020-08-06"
"broadleaf arrowhead",2,"2020-08-06"
"Brown-eyed Susan",1,"2020-08-06"
"bull thistle",4,"2020-08-06"
"bur oak",1,"2020-08-06"
"Butterfly bush",1,"2020-08-06"
"butterfly milkweed",3,"2020-08-06"
"buttonbush",1,"2020-08-06"
"Callery pear",1,"2020-08-06"
"Canada goldenrod",1,"2020-08-06"
"Canadian buffalo-berry",1,"2020-08-06"
"Canadian bunchberry",1,"2020-08-06"
"cardinal flower",4,"2020-08-06"
"Carolina horsenettle",1,"2020-08-06"
"Carolina rose",1,"2020-08-06"
"checkered rattlesnake plantain",1,"2020-08-06"
"chicory",4,"2020-08-06"
"chokecherry",1,"2020-08-06"
"Cinnamon Willow-herb",1,"2020-08-06"
"Cogon Grass",1,"2020-08-06"
"colt's-foot",1,"2020-08-06"
"common bladderwort",1,"2020-08-06"
"common boneset",4,"2020-08-06"
"common bracken",2,"2020-08-06"
"common buckthorn",2,"2020-08-06"
"common dandelion",1,"2020-08-06"
"common dogwood",1,"2020-08-06"
"common evening-primrose",3,"2020-08-06"
"common ivy",1,"2020-08-06"
"common jewelweed",4,"2020-08-06"
"common juniper",1,"2020-08-06"
"common lamb's-quarters",1,"2020-08-06"
"Common Lavender",1,"2020-08-06"
"common milkweed",1,"2020-08-06"
"common motherwort",2,"2020-08-06"
"Common purslane",1,"2020-08-06"
"common ragweed",1,"2020-08-06"
"common reed",1,"2020-08-06"
"common selfheal",3,"2020-08-06"
"common soapwort",1,"2020-08-06"
"common St. John's-wort",5,"2020-08-06"
"common waterweed",1,"2020-08-06"
"common wrinkle-leaved goldenrod",1,"2020-08-06"
"common yarrow",2,"2020-08-06"
"common yucca",1,"2020-08-06"
"Creeping Bellflower",1,"2020-08-06"
"Creeping cinquefoil",1,"2020-08-06"
"creeping thistle",1,"2020-08-06"
"crevice alumroot",1,"2020-08-06"
"Crome Sphagnum",1,"2020-08-06"
"cup plant",1,"2020-08-06"
"curled dock",2,"2020-08-06"
"cutleaf coneflower",1,"2020-08-06"
"cutleaf teasel",1,"2020-08-06"
"cylindrical blazing star",1,"2020-08-06"
"daisy fleabane",3,"2020-08-06"
"dame's rocket",1,"2020-08-06"
"dense blazing star",2,"2020-08-06"
"downy rattlesnake plantain",1,"2020-08-06"
"dwarf mallow",1,"2020-08-06"
"early goldenrod",3,"2020-08-06"
"early meadow-rue",1,"2020-08-06"
"eastern hemlock",1,"2020-08-06"
"eastern redbud",2,"2020-08-06"
"eastern redcedar",1,"2020-08-06"
"Eastern Teaberry",1,"2020-08-06"
"eastern white pine",1,"2020-08-06"
"ebony spleenwort",2,"2020-08-06"
"Elegant Zinnia",1,"2020-08-06"
"European Frog-bit",1,"2020-08-06"
"European lily of the valley",1,"2020-08-06"
"European Wild Apple",1,"2020-08-06"
"false nettle",1,"2020-08-06"
"false Solomon's seal",2,"2020-08-06"
"false sunflower",1,"2020-08-06"
"Fewleaf Sunflower",1,"2020-08-06"
"fireweed",1,"2020-08-06"
"Flat-leaved Scalewort",1,"2020-08-06"
"flat-top white aster",2,"2020-08-06"
"flat-topped goldenrod",1,"2020-08-06"
"floating-leaved pondweed",1,"2020-08-06"
"flowering dogwood",1,"2020-08-06"
"flowering spurge",1,"2020-08-06"
"Fly Honeysuckle",1,"2020-08-06"
"fox grape",1,"2020-08-06"
"foxglove beardtongue",1,"2020-08-06"
"fragrant sumac",1,"2020-08-06"
"Freeman's Maple",1,"2020-08-06"
"Ghost Pipes",3,"2020-08-06"
"Globe amaranth",1,"2020-08-06"
"gray dogwood",1,"2020-08-06"
"great mullein",1,"2020-08-06"
"Great St. John's Wort",1,"2020-08-06"
"green ash",3,"2020-08-06"
"Green Bristle Grass",1,"2020-08-06"
"grey-headed coneflower",1,"2020-08-06"
"guelder-rose",1,"2020-08-06"
"hairy Solomon's-seal",1,"2020-08-06"
"hairy vetch",1,"2020-08-06"
"hemp dogbane",2,"2020-08-06"
"hoary alyssum",5,"2020-08-06"
"Hollow Joe-Pye Weed",1,"2020-08-06"
"hop sedge",1,"2020-08-06"
"Horse-chestnut",1,"2020-08-06"
"horseweed",4,"2020-08-06"
"humped bladderwort",1,"2020-08-06"
"Iberian knapweed",1,"2020-08-06"
"intermediate wood fern",1,"2020-08-06"
"interrupted fern",1,"2020-08-06"
"inundated bog clubmoss",1,"2020-08-06"
"Jack-in-the-pulpit",2,"2020-08-06"
"Jointed rush",1,"2020-08-06"
"lady fern",1,"2020-08-06"
"large-leaved aster",1,"2020-08-06"
"large-leaved avens",1,"2020-08-06"
"lesser burdock",2,"2020-08-06"
"Lesser Centaury",1,"2020-08-06"
"Longleaf Pondweed",1,"2020-08-06"
"lowbush blueberry",1,"2020-08-06"
"mapleleaf viburnum",1,"2020-08-06"
"marsh cinquefoil",1,"2020-08-06"
"Marsh Skullcap",1,"2020-08-06"
"Marshelder",1,"2020-08-06"
"meadow anemone",1,"2020-08-06"
"meadow buttercup",1,"2020-08-06"
"Michigan lily",1,"2020-08-06"
"Missouri Ironweed",2,"2020-08-06"
"moonseed",1,"2020-08-06"
"mophead hydrangea",1,"2020-08-06"
"Mountain holly",1,"2020-08-06"
"multiflora rose",1,"2020-08-06"
"narrow triangle moonwort",1,"2020-08-06"
"Narrow-leaved Everlasting-pea",1,"2020-08-06"
"narrow-leaved purple coneflower",1,"2020-08-06"
"narrowleaf cow wheat",1,"2020-08-06"
"New York fern",1,"2020-08-06"
"nipplewort",1,"2020-08-06"
"nodding bulrush",1,"2020-08-06"
"northern catalpa",1,"2020-08-06"
"northern evening-primrose",1,"2020-08-06"
"Northern Water Plantain",1,"2020-08-06"
"northern whitecedar",4,"2020-08-06"
"oakleaf hydrangea",1,"2020-08-06"
"orange hawkweed",1,"2020-08-06"
"orange-fringed orchid",1,"2020-08-06"
"Oregon grape",1,"2020-08-06"
"ostrich fern",1,"2020-08-06"
"Ostrich-plume Moss",1,"2020-08-06"
"oxeye daisy",2,"2020-08-06"
"Painted-cup Paintbrush",1,"2020-08-06"
"pale jewelweed",2,"2020-08-06"
"paper birch",1,"2020-08-06"
"Paper mulberry",1,"2020-08-06"
"pearly everlasting",1,"2020-08-06"
"Peppermint",1,"2020-08-06"
"pickerelweed",2,"2020-08-06"
"plains coreopsis",1,"2020-08-06"
"poison ivy",2,"2020-08-06"
"Porcelain Berry",1,"2020-08-06"
"prickly ash",1,"2020-08-06"
"Prickly Wild Rose",1,"2020-08-06"
"purple coneflower",1,"2020-08-06"
"purple crownvetch",1,"2020-08-06"
"purple loosestrife",1,"2020-08-06"
"Purple Wood Sage",1,"2020-08-06"
"rattlesnake mannagrass",1,"2020-08-06"
"red baneberry",1,"2020-08-06"
"red clover",3,"2020-08-06"
"red maple",3,"2020-08-06"
"red pine",1,"2020-08-06"
"riverbank grape",1,"2020-08-06"
"rock polypody",1,"2020-08-06"
"royal fern",1,"2020-08-06"
"Saltmarsh mallow",1,"2020-08-06"
"sand cherry",1,"2020-08-06"
"sassafras",1,"2020-08-06"
"Scarlet Beebalm",2,"2020-08-06"
"seaside pea",1,"2020-08-06"
"sensitive fern",3,"2020-08-06"
"shagbark hickory",3,"2020-08-06"
"sharp-lobed hepatica",1,"2020-08-06"
"shining sumac",1,"2020-08-06"
"showy mountain-ash",1,"2020-08-06"
"shrubby St. John's-wort",1,"2020-08-06"
"Siberian elm",1,"2020-08-06"
"silky dogwood",1,"2020-08-06"
"small green wood orchid",1,"2020-08-06"
"smooth blue aster",1,"2020-08-06"
"smooth sumac",1,"2020-08-06"
"snakewort",1,"2020-08-06"
"soft-stemmed bulrush",1,"2020-08-06"
"spearmint",1,"2020-08-06"
"spotted horse mint",5,"2020-08-06"
"spotted Joe-Pye weed",6,"2020-08-06"
"spotted knapweed",4,"2020-08-06"
"spotted wintergreen",1,"2020-08-06"
"spreading dogbane",1,"2020-08-06"
"Spurred Gentian",1,"2020-08-06"
"staghorn sumac",5,"2020-08-06"
"star-flowered lily-of-the-valley",1,"2020-08-06"
"starflower",1,"2020-08-06"
"stickseed",3,"2020-08-06"
"stinging nettle",1,"2020-08-06"
"Stringy Stonecrop",1,"2020-08-06"
"striped maple",1,"2020-08-06"
"sugar maple",4,"2020-08-06"
"sulphur cinquefoil",1,"2020-08-06"
"swamp aster",1,"2020-08-06"
"swamp candles",1,"2020-08-06"
"Swamp dogwood",1,"2020-08-06"
"swamp milkweed",1,"2020-08-06"
"swamp rose mallow",3,"2020-08-06"
"swamp white oak",1,"2020-08-06"
"tall bellflower",1,"2020-08-06"
"tall blue lettuce",1,"2020-08-06"
"tall hairy agrimony",2,"2020-08-06"
"tansy",2,"2020-08-06"
"thicket creeper",2,"2020-08-06"
"thimbleberry",1,"2020-08-06"
"three-square bulrush",1,"2020-08-06"
"tiger lily",1,"2020-08-06"
"Tree Climacium Moss",1,"2020-08-06"
"tuberous pea",1,"2020-08-06"
"unbranched bur-reed",1,"2020-08-06"
"upright yellow woodsorrel",2,"2020-08-06"
"variegated pond-lily",1,"2020-08-06"
"velvetleaf",1,"2020-08-06"
"velvetleaf blueberry",1,"2020-08-06"
"virgin's-bower",2,"2020-08-06"
"Virginia creeper",2,"2020-08-06"
"Virginia mountain mint",1,"2020-08-06"
"Water Chickweed",1,"2020-08-06"
"water forget-me-not",1,"2020-08-06"
"water smartweed",1,"2020-08-06"
"Watermelon",2,"2020-08-06"
"Wayfaring-tree",1,"2020-08-06"
"white baneberry",3,"2020-08-06"
"white bog violet",1,"2020-08-06"
"white campion",2,"2020-08-06"
"white clover",1,"2020-08-06"
"white mulberry",3,"2020-08-06"
"white sweetclover",2,"2020-08-06"
"Whorled Coreopsis",1,"2020-08-06"
"whorled milkweed",1,"2020-08-06"
"whorled water-milfoil",1,"2020-08-06"
"wild bergamot",6,"2020-08-06"
"wild carrot",5,"2020-08-06"
"wild geranium",1,"2020-08-06"
"wild sarsaparilla",1,"2020-08-06"
"Wild strawberry",1,"2020-08-06"
"wild yam",1,"2020-08-06"
"winterberry holly",1,"2020-08-06"
"witch grass",1,"2020-08-06"
"wood horsetail",1,"2020-08-06"
"woodland sunflower",1,"2020-08-06"
"woolgrass",1,"2020-08-06"
"Yellow Daylily",1,"2020-08-06"
"alder buckthorn",1,"2020-08-07"
"Allegheny blackberry",2,"2020-08-07"
"Allegheny monkeyflower",1,"2020-08-07"
"Alsike clover",1,"2020-08-07"
"American bittersweet",2,"2020-08-07"
"American brooklime",1,"2020-08-07"
"American bugleweed",1,"2020-08-07"
"American bur-reed",1,"2020-08-07"
"American common juniper",1,"2020-08-07"
"American germander",1,"2020-08-07"
"American hophornbeam",1,"2020-08-07"
"American jumpseed",1,"2020-08-07"
"american manna grass",1,"2020-08-07"
"American plantain",1,"2020-08-07"
"American pokeweed",4,"2020-08-07"
"American senna",1,"2020-08-07"
"American trumpet vine",2,"2020-08-07"
"American water plantain",1,"2020-08-07"
"American white waterlily",1,"2020-08-07"
"annual fleabane",1,"2020-08-07"
"Annual Meadow-grass",1,"2020-08-07"
"Appalachian barren-strawberry",2,"2020-08-07"
"apple",1,"2020-08-07"
"arrow-leaved tearthumb",2,"2020-08-07"
"autumn olive",3,"2020-08-07"
"balsam fir",1,"2020-08-07"
"basswood",1,"2020-08-07"
"big bluestem",2,"2020-08-07"
"big bur-reed",1,"2020-08-07"
"bird's-foot trefoil",1,"2020-08-07"
"bitter wintercress",1,"2020-08-07"
"bittersweet nightshade",4,"2020-08-07"
"black knapweed",1,"2020-08-07"
"black medick",1,"2020-08-07"
"black raspberry",1,"2020-08-07"
"black-eyed Susan",5,"2020-08-07"
"bladder campion",1,"2020-08-07"
"bladder sedge",2,"2020-08-07"
"bloodroot",2,"2020-08-07"
"blue cohosh",1,"2020-08-07"
"blue spruce",1,"2020-08-07"
"blue vervain",7,"2020-08-07"
"bluebead lily",1,"2020-08-07"
"bluejacket",1,"2020-08-07"
"bog myrtle",1,"2020-08-07"
"Bog Yellowcress",1,"2020-08-07"
"bottlebrush grass",1,"2020-08-07"
"boxelder maple",2,"2020-08-07"
"broad-glumed brome",1,"2020-08-07"
"Broad-leafed Helleborine",6,"2020-08-07"
"broad-leaved dock",2,"2020-08-07"
"broadleaf arrowhead",5,"2020-08-07"
"broadleaf cattail",1,"2020-08-07"
"broadleaf enchanter's nightshade",1,"2020-08-07"
"Brown Knapweed",2,"2020-08-07"
"Brown-eyed Susan",2,"2020-08-07"
"bulblet-bearing water hemlock",1,"2020-08-07"
"bull thistle",3,"2020-08-07"
"butterfly milkweed",2,"2020-08-07"
"Butternut",1,"2020-08-07"
"buttonbush",1,"2020-08-07"
"Calabash",1,"2020-08-07"
"calico aster",2,"2020-08-07"
"Canada clearweed",1,"2020-08-07"
"Canada goldenrod",2,"2020-08-07"
"Canada wild lettuce",1,"2020-08-07"
"Canada wild rye",1,"2020-08-07"
"canadian bluejoint",1,"2020-08-07"
"Canadian bunchberry",2,"2020-08-07"
"Canadian wild ginger",1,"2020-08-07"
"cardinal flower",4,"2020-08-07"
"Catnip",1,"2020-08-07"
"chestnut sedge",1,"2020-08-07"
"chicory",5,"2020-08-07"
"Chinese arborvitae",1,"2020-08-07"
"chokecherry",2,"2020-08-07"
"clammy groundcherry",1,"2020-08-07"
"clammy hedge-hyssop",2,"2020-08-07"
"common boneset",4,"2020-08-07"
"common bracken",1,"2020-08-07"
"common buckthorn",4,"2020-08-07"
"common copperleaf",1,"2020-08-07"
"common duckweed",1,"2020-08-07"
"common evening-primrose",3,"2020-08-07"
"common hackberry",1,"2020-08-07"
"Common hemp-nettle",3,"2020-08-07"
"common hibiscus",1,"2020-08-07"
"common ivy",2,"2020-08-07"
"common jewelweed",5,"2020-08-07"
"common lamb's-quarters",1,"2020-08-07"
"common lilac",1,"2020-08-07"
"common liverwort",1,"2020-08-07"
"common milkweed",2,"2020-08-07"
"common ninebark",1,"2020-08-07"
"Common Orache",2,"2020-08-07"
"Common Pipewort",1,"2020-08-07"
"common reed",1,"2020-08-07"
"common selfheal",5,"2020-08-07"
"common silverweed",1,"2020-08-07"
"common sneezeweed",3,"2020-08-07"
"common soapwort",3,"2020-08-07"
"common St. John's-wort",2,"2020-08-07"
"common sunflower",1,"2020-08-07"
"common waterweed",1,"2020-08-07"
"common yarrow",1,"2020-08-07"
"corn mint",1,"2020-08-07"
"Creeping Bellflower",1,"2020-08-07"
"cup plant",1,"2020-08-07"
"curled dock",1,"2020-08-07"
"Curly-leaf Pondweed",1,"2020-08-07"
"cutleaf coneflower",3,"2020-08-07"
"cutleaf teasel",1,"2020-08-07"
"cylindrical blazing star",1,"2020-08-07"
"Cylindrical Thimbleweed",1,"2020-08-07"
"Cyperus Sedge",1,"2020-08-07"
"cypress spurge",1,"2020-08-07"
"daisy fleabane",1,"2020-08-07"
"dark green bulrush",2,"2020-08-07"
"devil's beggarticks",1,"2020-08-07"
"downy arrowwood",1,"2020-08-07"
"Dudley's Rush",2,"2020-08-07"
"dwarf horsetail",1,"2020-08-07"
"early goldenrod",1,"2020-08-07"
"eastern black walnut",1,"2020-08-07"
"eastern cottonwood",3,"2020-08-07"
"eastern hemlock",1,"2020-08-07"
"eastern redcedar",2,"2020-08-07"
"eastern white pine",3,"2020-08-07"
"Elecampane",3,"2020-08-07"
"Emory's sedge",1,"2020-08-07"
"fall phlox",1,"2020-08-07"
"false sunflower",3,"2020-08-07"
"Few-flower Spikerush",1,"2020-08-07"
"field garlic",1,"2020-08-07"
"field goldenrod",2,"2020-08-07"
"field peppergrass",1,"2020-08-07"
"field thistle",1,"2020-08-07"
"fireweed",5,"2020-08-07"
"flat-top white aster",1,"2020-08-07"
"flat-topped goldenrod",2,"2020-08-07"
"Flax-leaved Horseweed",1,"2020-08-07"
"floating-leaved pondweed",1,"2020-08-07"
"Flowering-rush",1,"2020-08-07"
"Fly Honeysuckle",1,"2020-08-07"
"fox sedge",1,"2020-08-07"
"Fringed Brome",1,"2020-08-07"
"fringed loosestrife",1,"2020-08-07"
"garden geranium",1,"2020-08-07"
"Ghost Pipes",4,"2020-08-07"
"giant goldenrod",2,"2020-08-07"
"giant sunflower",4,"2020-08-07"
"Globe amaranth",1,"2020-08-07"
"Goose Grass",1,"2020-08-07"
"gray dogwood",1,"2020-08-07"
"great blue lobelia",2,"2020-08-07"
"great mullein",2,"2020-08-07"
"greater burdock",1,"2020-08-07"
"Greater Musk-mallow",1,"2020-08-07"
"greater plantain",2,"2020-08-07"
"Greater Water Dock",1,"2020-08-07"
"green alder",1,"2020-08-07"
"green carpetweed",1,"2020-08-07"
"Green Dragon",2,"2020-08-07"
"grey-headed coneflower",2,"2020-08-07"
"guelder-rose",2,"2020-08-07"
"hair-like sedge",1,"2020-08-07"
"hairy vetch",1,"2020-08-07"
"hairy white oldfield aster",2,"2020-08-07"
"Hawkweed Oxtongue",1,"2020-08-07"
"heath speedwell",1,"2020-08-07"
"hemp dogbane",3,"2020-08-07"
"herb Robert",1,"2020-08-07"
"Hickey's tree-clubmoss",1,"2020-08-07"
"hoary alyssum",1,"2020-08-07"
"honey locust",3,"2020-08-07"
"horseweed",1,"2020-08-07"
"Indian Cucumber Root",1,"2020-08-07"
"Indian tobacco",2,"2020-08-07"
"interior sandbar willow",2,"2020-08-07"
"Jack-in-the-pulpit",1,"2020-08-07"
"Japanese maple",2,"2020-08-07"
"Kalm's St. John's-wort",1,"2020-08-07"
"kousa dogwood",1,"2020-08-07"
"large hop clover",1,"2020-08-07"
"large white trillium",1,"2020-08-07"
"large yellow lady's-slipper",1,"2020-08-07"
"large-leaved aster",2,"2020-08-07"
"late figwort",1,"2020-08-07"
"lesser burdock",2,"2020-08-07"
"Lesser Purple Fringed Orchid",3,"2020-08-07"
"Lindheimer's Panicgrass",1,"2020-08-07"
"Lindley's Aster",4,"2020-08-07"
"Linear-leaf Willowherb",1,"2020-08-07"
"long-leaved groundcherry",1,"2020-08-07"
"Low Baby's-breath",1,"2020-08-07"
"low smartweed",1,"2020-08-07"
"Maize",1,"2020-08-07"
"Marsh Bellflower",1,"2020-08-07"
"marsh cudweed",1,"2020-08-07"
"marsh fern",1,"2020-08-07"
"Marsh Skullcap",1,"2020-08-07"
"Mexican Muhly",1,"2020-08-07"
"Michigan lily",1,"2020-08-07"
"Missouri Ironweed",1,"2020-08-07"
"Morrow's honeysuckle",1,"2020-08-07"
"musk mallow",1,"2020-08-07"
"nannyberry",1,"2020-08-07"
"Narrow-fruited Water-starwort",1,"2020-08-07"
"Narrow-leaved Everlasting-pea",3,"2020-08-07"
"Narrowleaf White Meadowsweet",1,"2020-08-07"
"Nasturtium",1,"2020-08-07"
"Needle Spikerush",1,"2020-08-07"
"Nodding Beggarticks",1,"2020-08-07"
"northern catalpa",1,"2020-08-07"
"northern evening-primrose",2,"2020-08-07"
"northern maidenhair fern",1,"2020-08-07"
"northern red oak",2,"2020-08-07"
"Northern Water Plantain",1,"2020-08-07"
"northern whitecedar",1,"2020-08-07"
"Northern Wild Comfrey",1,"2020-08-07"
"obedient plant",1,"2020-08-07"
"orange hawkweed",1,"2020-08-07"
"orange-fringed orchid",1,"2020-08-07"
"Orange-fruited Horse Gentian",1,"2020-08-07"
"ostrich fern",1,"2020-08-07"
"oxeye daisy",1,"2020-08-07"
"pale purple coneflower",1,"2020-08-07"
"panicled aster",2,"2020-08-07"
"paper birch",1,"2020-08-07"
"Pear-leaf Crabapple",1,"2020-08-07"
"Perennial Sow Thistle",1,"2020-08-07"
"Philadelphia fleabane",3,"2020-08-07"
"poison ivy",4,"2020-08-07"
"prairie blazing star",1,"2020-08-07"
"prairie cordgrass",1,"2020-08-07"
"prickly sowthistle",2,"2020-08-07"
"Prickly Wild Rose",1,"2020-08-07"
"purple coneflower",2,"2020-08-07"
"purple crownvetch",1,"2020-08-07"
"purple loosestrife",7,"2020-08-07"
"purple love grass",1,"2020-08-07"
"purple-stemmed angelica",2,"2020-08-07"
"pussy willow",2,"2020-08-07"
"rattlesnake mannagrass",1,"2020-08-07"
"red baneberry",2,"2020-08-07"
"red maple",2,"2020-08-07"
"red osier dogwood",1,"2020-08-07"
"red pine",1,"2020-08-07"
"reed canary grass",1,"2020-08-07"
"retrorse sedge",1,"2020-08-07"
"rice cutgrass",1,"2020-08-07"
"riverbank grape",3,"2020-08-07"
"rough bedstraw",1,"2020-08-07"
"rough blazing star",1,"2020-08-07"
"rough cocklebur",1,"2020-08-07"
"rough cockspur",1,"2020-08-07"
"Rough Cotton-grass",1,"2020-08-07"
"round-leaved sundew",1,"2020-08-07"
"rowan",1,"2020-08-07"
"scarlet pimpernel",1,"2020-08-07"
"sensitive fern",2,"2020-08-07"
"shagbark hickory",1,"2020-08-07"
"Shining Ladies' Tresses",2,"2020-08-07"
"shining willow",2,"2020-08-07"
"showy goldenrod",1,"2020-08-07"
"showy lady's slipper",1,"2020-08-07"
"showy tick-trefoil",2,"2020-08-07"
"shrubby cinquefoil",2,"2020-08-07"
"Silk floss tree",1,"2020-08-07"
"silky dogwood",2,"2020-08-07"
"silver maple",1,"2020-08-07"
"slender wheat grass",1,"2020-08-07"
"slippery elm",2,"2020-08-07"
"Small-leaved Lime",1,"2020-08-07"
"smartweed",2,"2020-08-07"
"smooth hawkweed",1,"2020-08-07"
"Smooth Ironweed",1,"2020-08-07"
"Smooth Witchgrass",1,"2020-08-07"
"Snapdragon",1,"2020-08-07"
"Snowy Campion",1,"2020-08-07"
"Soft Rush",1,"2020-08-07"
"spotted horse mint",1,"2020-08-07"
"spotted Joe-Pye weed",4,"2020-08-07"
"spotted knapweed",6,"2020-08-07"
"spotted lady's thumb",1,"2020-08-07"
"spotted spurge",1,"2020-08-07"
"Spurred Gentian",1,"2020-08-07"
"stag's-horn clubmoss",2,"2020-08-07"
"staghorn sumac",5,"2020-08-07"
"star-flowered lily-of-the-valley",2,"2020-08-07"
"Stiff Sunflower",1,"2020-08-07"
"Stiff-hair Sunflower",1,"2020-08-07"
"stinging nettle",1,"2020-08-07"
"striped maple",2,"2020-08-07"
"swamp aster",1,"2020-08-07"
"swamp milkweed",4,"2020-08-07"
"swamp thistle",3,"2020-08-07"
"sweet black-eyed Susan",1,"2020-08-07"
"Sweet Joe-Pye-weed",1,"2020-08-07"
"tall bellflower",1,"2020-08-07"
"tall blue lettuce",1,"2020-08-07"
"tall goldenrod",1,"2020-08-07"
"tall hairy agrimony",1,"2020-08-07"
"Tall Ironweed",2,"2020-08-07"
"tall thimbleweed",1,"2020-08-07"
"Teal Lovegrass",1,"2020-08-07"
"thicket creeper",1,"2020-08-07"
"three-square bulrush",2,"2020-08-07"
"thyme-leaved speedwell",1,"2020-08-07"
"tree-of-heaven",1,"2020-08-07"
"trembling aspen",1,"2020-08-07"
"Tunicflower",1,"2020-08-07"
"Upright Carrionflower",1,"2020-08-07"
"upright hedge-parsley",1,"2020-08-07"
"upright yellow woodsorrel",2,"2020-08-07"
"variegated pond-lily",1,"2020-08-07"
"velvetleaf blueberry",1,"2020-08-07"
"virgin's-bower",2,"2020-08-07"
"Virginia creeper",4,"2020-08-07"
"Virginia wildrye",1,"2020-08-07"
"Water Chickweed",1,"2020-08-07"
"water forget-me-not",1,"2020-08-07"
"water hemlock",2,"2020-08-07"
"water smartweed",1,"2020-08-07"
"Watershield",2,"2020-08-07"
"western poison ivy",1,"2020-08-07"
"white baneberry",1,"2020-08-07"
"white campion",1,"2020-08-07"
"white flat-topped goldenrod",1,"2020-08-07"
"white meadowsweet",1,"2020-08-07"
"white mulberry",3,"2020-08-07"
"white poplar",2,"2020-08-07"
"white spruce",1,"2020-08-07"
"white sweetclover",4,"2020-08-07"
"white turtlehead",4,"2020-08-07"
"white vervain",2,"2020-08-07"
"Wiegand's wild rye",1,"2020-08-07"
"Wild Basil",1,"2020-08-07"
"wild bergamot",3,"2020-08-07"
"wild carrot",8,"2020-08-07"
"wild cucumber",1,"2020-08-07"
"wild parsnip",1,"2020-08-07"
"wild teasel",1,"2020-08-07"
"Winged Loosestrife",1,"2020-08-07"
"Wirestem Muhly",1,"2020-08-07"
"witch grass",2,"2020-08-07"
"woodland sunflower",1,"2020-08-07"
"woolgrass",4,"2020-08-07"
"yellow birch",1,"2020-08-07"
"Yellow Daylily",1,"2020-08-07"
"yellow foxtail",1,"2020-08-07"
"yellow sweetclover",1,"2020-08-07"
"alfalfa",1,"2020-08-08"
"Allegheny monkeyflower",1,"2020-08-08"
"Alpine Enchanter's-nightshade",1,"2020-08-08"
"alternate-leaved dogwood",1,"2020-08-08"
